"","lat","lon","crop","average_predicted_yield","uncertainty","start_sowing_date","end_sowing_date","start_harvest_date","end_harvest_date","season"
"6557","-11.58329965","12.58335385","SQUASH","21.5112757341189","33","01/11","31/12","15/12","30/04","70-90 days"
"6558","-11.4166329500000","12.58335385","SQUASH","21.4995053562618","33","01/11","31/12","15/12","30/04","70-90 days"
"6559","-16.74996735","12.75002055","SQUASH","21.4782424292855","33","01/11","31/12","15/12","30/04","70-90 days"
"6560","-16.58330065","12.75002055","SQUASH","21.4121330901141","33","01/11","31/12","15/12","30/04","70-90 days"
"6561","-16.41663395","12.75002055","SQUASH","21.4372977970427","33","01/11","31/12","15/12","30/04","70-90 days"
"6562","-16.24996725","12.75002055","SQUASH","21.4871076480511","33","01/11","31/12","15/12","30/04","70-90 days"
"6563","-16.08330055","12.75002055","SQUASH","21.4973143367515","33","01/11","31/12","15/12","30/04","70-90 days"
"6564","-15.91663385","12.75002055","SQUASH","21.4816976208837","33","01/11","31/12","15/12","30/04","70-90 days"
"6565","-15.74996715","12.75002055","SQUASH","21.5144477802551","33","01/11","31/12","15/12","30/04","70-90 days"
"6566","-15.58330045","12.75002055","SQUASH","21.5271746524975","33","01/11","31/12","15/12","30/04","70-90 days"
"6567","-15.41663375","12.75002055","SQUASH","21.5061451571784","33","01/11","31/12","15/12","30/04","70-90 days"
"6568","-15.24996705","12.75002055","SQUASH","21.491314826164","33","01/11","31/12","15/12","30/04","70-90 days"
"6569","-15.08330035","12.75002055","SQUASH","21.5375949932206","33","01/11","31/12","15/12","30/04","70-90 days"
"6570","-14.91663365","12.75002055","SQUASH","21.5875182832067","33","01/11","31/12","15/12","30/04","70-90 days"
"6571","-14.74996695","12.75002055","SQUASH","21.5210879796485","33","01/11","31/12","15/12","30/04","70-90 days"
"6572","-14.58330025","12.75002055","SQUASH","21.5431978894146","33","01/11","31/12","15/12","30/04","70-90 days"
"6573","-14.41663355","12.75002055","SQUASH","21.5251279407552","33","01/11","31/12","15/12","30/04","70-90 days"
"6574","-14.24996685","12.75002055","SQUASH","21.5825703778309","33","01/11","31/12","15/12","30/04","70-90 days"
"6575","-14.08330015","12.75002055","SQUASH","21.4452024328166","33","01/11","31/12","15/12","30/04","70-90 days"
"6576","-13.91663345","12.75002055","SQUASH","21.4589094974085","33","01/11","31/12","15/12","30/04","70-90 days"
"6577","-13.74996675","12.75002055","SQUASH","21.5604985750947","33","01/11","31/12","15/12","30/04","70-90 days"
"6578","-13.58330005","12.75002055","SQUASH","21.6137107527075","33","01/11","31/12","15/12","30/04","70-90 days"
"6579","-13.41663335","12.75002055","SQUASH","21.4715677776521","33","01/11","31/12","15/12","30/04","70-90 days"
"6580","-13.24996665","12.75002055","SQUASH","21.4391510462214","33","01/11","31/12","15/12","30/04","70-90 days"
"6581","-13.08329995","12.75002055","SQUASH","21.3768850383032","33","01/11","31/12","15/12","30/04","70-90 days"
"6582","-12.91663325","12.75002055","SQUASH","21.4666373156721","33","01/11","31/12","15/12","30/04","70-90 days"
"6583","-12.74996655","12.75002055","SQUASH","21.5409634762924","33","01/11","31/12","15/12","30/04","70-90 days"
"6584","-12.58329985","12.75002055","SQUASH","21.5074507257358","33","01/11","31/12","15/12","30/04","70-90 days"
"6585","-12.41663315","12.75002055","SQUASH","21.5650393369732","33","01/11","31/12","15/12","30/04","70-90 days"
"6586","-12.24996645","12.75002055","SQUASH","21.4478158142652","33","01/11","31/12","15/12","30/04","70-90 days"
"6587","-12.0832997500000","12.75002055","SQUASH","21.5198422318332","33","01/11","31/12","15/12","30/04","70-90 days"
"6588","-11.916633050","12.75002055","SQUASH","21.4399194152833","33","01/11","31/12","15/12","30/04","70-90 days"
"6589","-11.74996635","12.75002055","SQUASH","21.5183693706696","33","01/11","31/12","15/12","30/04","70-90 days"
"6590","-11.58329965","12.75002055","SQUASH","21.4110552127889","33","01/11","31/12","15/12","30/04","70-90 days"
"6591","-11.4166329500000","12.75002055","SQUASH","21.4652344091659","33","01/11","31/12","15/12","30/04","70-90 days"
"6592","-16.74996735","12.91668725","SQUASH","21.4152516942993","33","01/11","31/12","15/12","30/04","70-90 days"
"6593","-16.58330065","12.91668725","SQUASH","21.4762196044975","33","01/11","31/12","15/12","30/04","70-90 days"
"6594","-16.41663395","12.91668725","SQUASH","21.5479858672369","33","01/11","31/12","15/12","30/04","70-90 days"
"6595","-16.24996725","12.91668725","SQUASH","21.5296407205568","33","01/11","31/12","15/12","30/04","70-90 days"
"6596","-16.08330055","12.91668725","SQUASH","21.5010947298236","33","01/11","31/12","15/12","30/04","70-90 days"
"6597","-15.91663385","12.91668725","SQUASH","21.5590353545670","33","01/11","31/12","15/12","30/04","70-90 days"
"6598","-15.74996715","12.91668725","SQUASH","21.406486291593","33","01/11","31/12","15/12","30/04","70-90 days"
"6599","-15.58330045","12.91668725","SQUASH","21.5136708153378","33","01/11","31/12","15/12","30/04","70-90 days"
"6600","-15.41663375","12.91668725","SQUASH","21.4490368727828","33","01/11","31/12","15/12","30/04","70-90 days"
"6601","-15.24996705","12.91668725","SQUASH","21.4929794951284","33","01/11","31/12","15/12","30/04","70-90 days"
"6602","-15.08330035","12.91668725","SQUASH","21.5422598408031","33","01/11","31/12","15/12","30/04","70-90 days"
"6603","-14.91663365","12.91668725","SQUASH","21.5122290200833","33","01/11","31/12","15/12","30/04","70-90 days"
"6604","-14.74996695","12.91668725","SQUASH","21.5913925931591","33","01/11","31/12","15/12","30/04","70-90 days"
"6605","-14.58330025","12.91668725","SQUASH","21.4947756247998","33","01/11","31/12","15/12","30/04","70-90 days"
"6606","-14.41663355","12.91668725","SQUASH","21.5592306050972","33","01/11","31/12","15/12","30/04","70-90 days"
"6607","-14.24996685","12.91668725","SQUASH","21.5417745012006","33","01/11","31/12","15/12","30/04","70-90 days"
"6608","-14.08330015","12.91668725","SQUASH","21.5636135405542","33","01/11","31/12","15/12","30/04","70-90 days"
"6609","-13.91663345","12.91668725","SQUASH","21.5064954906039","33","01/11","31/12","15/12","30/04","70-90 days"
"6610","-13.74996675","12.91668725","SQUASH","21.4670749381836","33","01/11","31/12","15/12","30/04","70-90 days"
"6611","-13.58330005","12.91668725","SQUASH","21.4930577846521","33","01/11","31/12","15/12","30/04","70-90 days"
"6612","-13.41663335","12.91668725","SQUASH","21.4883030157015","33","01/11","31/12","15/12","30/04","70-90 days"
"6613","-13.24996665","12.91668725","SQUASH","21.4983155297138","33","01/11","31/12","15/12","30/04","70-90 days"
"6614","-13.08329995","12.91668725","SQUASH","21.5524418844700","33","01/11","31/12","15/12","30/04","70-90 days"
"6615","-12.91663325","12.91668725","SQUASH","21.4819192777144","33","01/11","31/12","15/12","30/04","70-90 days"
"6616","-12.74996655","12.91668725","SQUASH","21.5144197534825","33","01/11","31/12","15/12","30/04","70-90 days"
"6617","-12.58329985","12.91668725","SQUASH","21.5353336386586","33","01/11","31/12","15/12","30/04","70-90 days"
"6618","-12.41663315","12.91668725","SQUASH","21.5315393451378","33","01/11","31/12","15/12","30/04","70-90 days"
"6619","-12.24996645","12.91668725","SQUASH","21.4468015148904","33","01/11","31/12","15/12","30/04","70-90 days"
"6620","-12.0832997500000","12.91668725","SQUASH","21.5450140554824","33","01/11","31/12","15/12","30/04","70-90 days"
"6621","-11.916633050","12.91668725","SQUASH","21.4632722687834","33","01/11","31/12","15/12","30/04","70-90 days"
"6622","-11.74996635","12.91668725","SQUASH","21.4695274944510","33","01/11","31/12","15/12","30/04","70-90 days"
"6623","-11.58329965","12.91668725","SQUASH","21.4446947608489","33","01/11","31/12","15/12","30/04","70-90 days"
"6624","-11.4166329500000","12.91668725","SQUASH","21.5178936047853","33","01/11","31/12","15/12","30/04","70-90 days"
"6625","-16.74996735","13.08335395","SQUASH","21.3783804145822","33","01/11","31/12","15/12","30/04","70-90 days"
"6626","-16.58330065","13.08335395","SQUASH","21.4732331040705","33","01/11","31/12","15/12","30/04","70-90 days"
"6627","-16.41663395","13.08335395","SQUASH","21.4889018375796","33","01/11","31/12","15/12","30/04","70-90 days"
"6628","-16.24996725","13.08335395","SQUASH","21.4971103043574","33","01/11","31/12","15/12","30/04","70-90 days"
"6629","-16.08330055","13.08335395","SQUASH","21.5395528948750","33","01/11","31/12","15/12","30/04","70-90 days"
"6630","-15.91663385","13.08335395","SQUASH","21.5379591600162","33","01/11","31/12","15/12","30/04","70-90 days"
"6631","-15.74996715","13.08335395","SQUASH","21.6312207552151","33","01/11","31/12","15/12","30/04","70-90 days"
"6632","-15.58330045","13.08335395","SQUASH","21.5629424820413","33","01/11","31/12","15/12","30/04","70-90 days"
"6633","-15.41663375","13.08335395","SQUASH","21.4451828666271","33","01/11","31/12","15/12","30/04","70-90 days"
"6634","-15.24996705","13.08335395","SQUASH","21.5359052508922","33","01/11","31/12","15/12","30/04","70-90 days"
"6635","-15.08330035","13.08335395","SQUASH","21.5694065796146","33","01/11","31/12","15/12","30/04","70-90 days"
"6636","-14.91663365","13.08335395","SQUASH","21.4642698571426","33","01/11","31/12","15/12","30/04","70-90 days"
"6637","-14.74996695","13.08335395","SQUASH","21.5766519083483","33","01/11","31/12","15/12","30/04","70-90 days"
"6638","-14.58330025","13.08335395","SQUASH","21.5112080032128","33","01/11","31/12","15/12","30/04","70-90 days"
"6639","-14.41663355","13.08335395","SQUASH","21.5105774616319","33","01/11","31/12","15/12","30/04","70-90 days"
"6640","-14.24996685","13.08335395","SQUASH","21.4879928626957","33","01/11","31/12","15/12","30/04","70-90 days"
"6641","-14.08330015","13.08335395","SQUASH","21.4820485730599","33","01/11","31/12","15/12","30/04","70-90 days"
"6642","-13.91663345","13.08335395","SQUASH","21.4739346275832","33","01/11","31/12","15/12","30/04","70-90 days"
"6643","-13.74996675","13.08335395","SQUASH","21.4811761409837","33","01/11","31/12","15/12","30/04","70-90 days"
"6644","-13.58330005","13.08335395","SQUASH","21.4791548510126","33","01/11","31/12","15/12","30/04","70-90 days"
"6645","-13.41663335","13.08335395","SQUASH","21.4764032156907","33","01/11","31/12","15/12","30/04","70-90 days"
"6646","-13.24996665","13.08335395","SQUASH","21.4257100017968","33","01/11","31/12","15/12","30/04","70-90 days"
"6647","-13.08329995","13.08335395","SQUASH","21.4845246418496","33","01/11","31/12","15/12","30/04","70-90 days"
"6648","-12.91663325","13.08335395","SQUASH","21.4953806065241","33","01/11","31/12","15/12","30/04","70-90 days"
"6649","-12.74996655","13.08335395","SQUASH","21.4573200972859","33","01/11","31/12","15/12","30/04","70-90 days"
"6650","-12.58329985","13.08335395","SQUASH","21.5027020584919","33","01/11","31/12","15/12","30/04","70-90 days"
"6651","-12.41663315","13.08335395","SQUASH","21.5434988665120","33","01/11","31/12","15/12","30/04","70-90 days"
"6652","-12.24996645","13.08335395","SQUASH","21.5680202097177","33","01/11","31/12","15/12","30/04","70-90 days"
"6653","-12.0832997500000","13.08335395","SQUASH","21.4942576620385","33","01/11","31/12","15/12","30/04","70-90 days"
"6654","-11.916633050","13.08335395","SQUASH","21.5546049813808","33","01/11","31/12","15/12","30/04","70-90 days"
"6655","-11.74996635","13.08335395","SQUASH","21.4424704222702","33","01/11","31/12","15/12","30/04","70-90 days"
"6656","-11.58329965","13.08335395","SQUASH","21.5307386231085","33","01/11","31/12","15/12","30/04","70-90 days"
"6657","-11.4166329500000","13.08335395","SQUASH","21.4301236952455","33","01/11","31/12","15/12","30/04","70-90 days"
"6658","-15.74996715","13.25002065","SQUASH","21.4751671300546","33","01/11","31/12","15/12","30/04","70-90 days"
"6659","-15.58330045","13.25002065","SQUASH","21.5427551798019","33","01/11","31/12","15/12","30/04","70-90 days"
"6660","-15.41663375","13.25002065","SQUASH","21.4859857182288","33","01/11","31/12","15/12","30/04","70-90 days"
"6661","-15.24996705","13.25002065","SQUASH","21.5318930019955","33","01/11","31/12","15/12","30/04","70-90 days"
"6662","-15.08330035","13.25002065","SQUASH","21.4888061518080","33","01/11","31/12","15/12","30/04","70-90 days"
"6663","-14.91663365","13.25002065","SQUASH","21.4319742156241","33","01/11","31/12","15/12","30/04","70-90 days"
"6664","-14.74996695","13.25002065","SQUASH","21.4664418289737","33","01/11","31/12","15/12","30/04","70-90 days"
"6665","-14.58330025","13.25002065","SQUASH","21.5424977857039","33","01/11","31/12","15/12","30/04","70-90 days"
"6666","-14.41663355","13.25002065","SQUASH","21.5602010987748","33","01/11","31/12","15/12","30/04","70-90 days"
"6667","-14.24996685","13.25002065","SQUASH","21.5137524757442","33","01/11","31/12","15/12","30/04","70-90 days"
"6668","-14.08330015","13.25002065","SQUASH","21.5314228515985","33","01/11","31/12","15/12","30/04","70-90 days"
"6669","-13.91663345","13.25002065","SQUASH","21.5313183250547","33","01/11","31/12","15/12","30/04","70-90 days"
"6670","-13.74996675","13.25002065","SQUASH","21.5173480873147","33","01/11","31/12","15/12","30/04","70-90 days"
"6671","-13.58330005","13.25002065","SQUASH","21.5427287487389","33","01/11","31/12","15/12","30/04","70-90 days"
"6672","-13.41663335","13.25002065","SQUASH","21.5889146698927","33","01/11","31/12","15/12","30/04","70-90 days"
"6673","-13.24996665","13.25002065","SQUASH","21.5033794438505","33","01/11","31/12","15/12","30/04","70-90 days"
"6674","-13.08329995","13.25002065","SQUASH","21.5146491486129","33","01/11","31/12","15/12","30/04","70-90 days"
"6675","-12.91663325","13.25002065","SQUASH","21.5147342349751","33","01/11","31/12","15/12","30/04","70-90 days"
"6676","-12.74996655","13.25002065","SQUASH","21.5264846797061","33","01/11","31/12","15/12","30/04","70-90 days"
"6677","-12.58329985","13.25002065","SQUASH","21.4019017421935","33","01/11","31/12","15/12","30/04","70-90 days"
"6678","-12.41663315","13.25002065","SQUASH","21.4640090581554","33","01/11","31/12","15/12","30/04","70-90 days"
"6679","-12.24996645","13.25002065","SQUASH","21.4589829502144","33","01/11","31/12","15/12","30/04","70-90 days"
"6680","-12.0832997500000","13.25002065","SQUASH","21.4568791619459","33","01/11","31/12","15/12","30/04","70-90 days"
"6681","-11.916633050","13.25002065","SQUASH","21.5043192670809","33","01/11","31/12","15/12","30/04","70-90 days"
"6682","-11.74996635","13.25002065","SQUASH","21.5407086872637","33","01/11","31/12","15/12","30/04","70-90 days"
"6683","-11.58329965","13.25002065","SQUASH","21.5351390617922","33","01/11","31/12","15/12","30/04","70-90 days"
"6684","-15.41663375","13.41668735","SQUASH","21.4496137432507","33","01/11","31/12","15/12","30/04","70-90 days"
"6685","-15.24996705","13.41668735","SQUASH","21.5012942460881","33","01/11","31/12","15/12","30/04","70-90 days"
"6686","-15.08330035","13.41668735","SQUASH","21.5141755185136","33","01/11","31/12","15/12","30/04","70-90 days"
"6687","-14.91663365","13.41668735","SQUASH","21.4164066452869","33","01/11","31/12","15/12","30/04","70-90 days"
"6688","-14.74996695","13.41668735","SQUASH","21.5341517460912","33","01/11","31/12","15/12","30/04","70-90 days"
"6689","-13.74996675","13.41668735","SQUASH","21.4346518367051","33","01/11","31/12","15/12","30/04","70-90 days"
"6690","-13.58330005","13.41668735","SQUASH","21.4577376594953","33","01/11","31/12","15/12","30/04","70-90 days"
"6691","-13.41663335","13.41668735","SQUASH","21.4655399571343","33","01/11","31/12","15/12","30/04","70-90 days"
"6692","-13.24996665","13.41668735","SQUASH","21.4491607676586","33","01/11","31/12","15/12","30/04","70-90 days"
"6693","-13.08329995","13.41668735","SQUASH","21.5305410296981","33","01/11","31/12","15/12","30/04","70-90 days"
"6694","-12.91663325","13.41668735","SQUASH","21.449148014116","33","01/11","31/12","15/12","30/04","70-90 days"
"6695","-12.74996655","13.41668735","SQUASH","21.5107627790240","33","01/11","31/12","15/12","30/04","70-90 days"
"6696","-12.58329985","13.41668735","SQUASH","21.4583619328622","33","01/11","31/12","15/12","30/04","70-90 days"
"6697","-12.41663315","13.41668735","SQUASH","21.4954230337112","33","01/11","31/12","15/12","30/04","70-90 days"
"6698","-12.24996645","13.41668735","SQUASH","21.3861196959318","33","01/11","31/12","15/12","30/04","70-90 days"
"6699","-12.0832997500000","13.41668735","SQUASH","21.5260666134233","33","01/11","31/12","15/12","30/04","70-90 days"
"6700","-11.916633050","13.41668735","SQUASH","21.5002801154670","33","01/11","31/12","15/12","30/04","70-90 days"
"6701","-11.74996635","13.41668735","SQUASH","21.4583744333938","33","01/11","31/12","15/12","30/04","70-90 days"
"6702","-16.58330065","13.58335405","SQUASH","21.5492199331926","33","01/11","31/12","15/12","30/04","70-90 days"
"6703","-16.41663395","13.58335405","SQUASH","21.4357392872662","33","01/11","31/12","15/12","30/04","70-90 days"
"6704","-16.24996725","13.58335405","SQUASH","21.4649942912419","33","01/11","31/12","15/12","30/04","70-90 days"
"6705","-16.08330055","13.58335405","SQUASH","21.4261585639437","33","01/11","31/12","15/12","30/04","70-90 days"
"6706","-15.91663385","13.58335405","SQUASH","21.50453931863","33","01/11","31/12","15/12","30/04","70-90 days"
"6707","-15.74996715","13.58335405","SQUASH","21.5430210571019","33","01/11","31/12","15/12","30/04","70-90 days"
"6708","-15.58330045","13.58335405","SQUASH","21.4844820401486","33","01/11","31/12","15/12","30/04","70-90 days"
"6709","-15.08330035","13.58335405","SQUASH","21.5326203825797","33","01/11","31/12","15/12","30/04","70-90 days"
"6710","-14.41663355","13.58335405","SQUASH","21.5326977567365","33","01/11","31/12","15/12","30/04","70-90 days"
"6711","-14.24996685","13.58335405","SQUASH","21.5022834966431","33","01/11","31/12","15/12","30/04","70-90 days"
"6712","-14.08330015","13.58335405","SQUASH","21.4242264944966","33","01/11","31/12","15/12","30/04","70-90 days"
"6713","-13.91663345","13.58335405","SQUASH","21.4542562373549","33","01/11","31/12","15/12","30/04","70-90 days"
"6714","-13.74996675","13.58335405","SQUASH","21.4644773405055","33","01/11","31/12","15/12","30/04","70-90 days"
"6715","-13.58330005","13.58335405","SQUASH","21.5524956268811","33","01/11","31/12","15/12","30/04","70-90 days"
"6716","-13.41663335","13.58335405","SQUASH","21.5648861437359","33","01/11","31/12","15/12","30/04","70-90 days"
"6717","-13.24996665","13.58335405","SQUASH","21.4523534737789","33","01/11","31/12","15/12","30/04","70-90 days"
"6718","-13.08329995","13.58335405","SQUASH","21.4867123640686","33","01/11","31/12","15/12","30/04","70-90 days"
"6719","-12.91663325","13.58335405","SQUASH","21.5941087648013","33","01/11","31/12","15/12","30/04","70-90 days"
"6720","-12.74996655","13.58335405","SQUASH","21.4625813356173","33","01/11","31/12","15/12","30/04","70-90 days"
"6721","-12.58329985","13.58335405","SQUASH","21.4635366940511","33","01/11","31/12","15/12","30/04","70-90 days"
"6722","-12.41663315","13.58335405","SQUASH","21.4923648099875","33","01/11","31/12","15/12","30/04","70-90 days"
"6723","-12.24996645","13.58335405","SQUASH","21.5281989073186","33","01/11","31/12","15/12","30/04","70-90 days"
"6724","-12.0832997500000","13.58335405","SQUASH","21.4640003822834","33","01/11","31/12","15/12","30/04","70-90 days"
"6725","-16.74996735","13.75002075","SQUASH","21.5274095273348","33","01/11","31/12","15/12","30/04","70-90 days"
"6726","-16.58330065","13.75002075","SQUASH","21.4410544691645","33","01/11","31/12","15/12","30/04","70-90 days"
"6727","-16.41663395","13.75002075","SQUASH","21.4241361586087","33","01/11","31/12","15/12","30/04","70-90 days"
"6728","-16.24996725","13.75002075","SQUASH","21.5296118679177","33","01/11","31/12","15/12","30/04","70-90 days"
"6729","-16.08330055","13.75002075","SQUASH","21.4210123024766","33","01/11","31/12","15/12","30/04","70-90 days"
"6730","-15.91663385","13.75002075","SQUASH","21.5926695992097","33","01/11","31/12","15/12","30/04","70-90 days"
"6731","-15.74996715","13.75002075","SQUASH","21.5483442512101","33","01/11","31/12","15/12","30/04","70-90 days"
"6732","-15.58330045","13.75002075","SQUASH","21.4454837516516","33","01/11","31/12","15/12","30/04","70-90 days"
"6733","-15.41663375","13.75002075","SQUASH","21.5368304151899","33","01/11","31/12","15/12","30/04","70-90 days"
"6734","-15.24996705","13.75002075","SQUASH","21.3692196213839","33","01/11","31/12","15/12","30/04","70-90 days"
"6735","-15.08330035","13.75002075","SQUASH","21.507684555458","33","01/11","31/12","15/12","30/04","70-90 days"
"6736","-14.91663365","13.75002075","SQUASH","21.5576539115293","33","01/11","31/12","15/12","30/04","70-90 days"
"6737","-14.74996695","13.75002075","SQUASH","21.4999999579135","33","01/11","31/12","15/12","30/04","70-90 days"
"6738","-14.58330025","13.75002075","SQUASH","21.5563577833152","33","01/11","31/12","15/12","30/04","70-90 days"
"6739","-14.41663355","13.75002075","SQUASH","21.4286800768344","33","01/11","31/12","15/12","30/04","70-90 days"
"6740","-14.24996685","13.75002075","SQUASH","21.4823183581401","33","01/11","31/12","15/12","30/04","70-90 days"
"6741","-14.08330015","13.75002075","SQUASH","21.4750726473835","33","01/11","31/12","15/12","30/04","70-90 days"
"6742","-13.91663345","13.75002075","SQUASH","21.3791696007984","33","01/11","31/12","15/12","30/04","70-90 days"
"6743","-13.74996675","13.75002075","SQUASH","21.4716911177070","33","01/11","31/12","15/12","30/04","70-90 days"
"6744","-13.58330005","13.75002075","SQUASH","21.5354906141048","33","01/11","31/12","15/12","30/04","70-90 days"
"6745","-13.41663335","13.75002075","SQUASH","21.4698687830839","33","01/11","31/12","15/12","30/04","70-90 days"
"6746","-13.24996665","13.75002075","SQUASH","21.5083243805400","33","01/11","31/12","15/12","30/04","70-90 days"
"6747","-13.08329995","13.75002075","SQUASH","21.4937402594737","33","01/11","31/12","15/12","30/04","70-90 days"
"6748","-12.91663325","13.75002075","SQUASH","21.4650494090617","33","01/11","31/12","15/12","30/04","70-90 days"
"6749","-12.74996655","13.75002075","SQUASH","21.5142211060529","33","01/11","31/12","15/12","30/04","70-90 days"
"6750","-12.58329985","13.75002075","SQUASH","21.6054005136318","33","01/11","31/12","15/12","30/04","70-90 days"
"6751","-12.41663315","13.75002075","SQUASH","21.5463822539739","33","01/11","31/12","15/12","30/04","70-90 days"
"6752","-12.24996645","13.75002075","SQUASH","21.5294587358566","33","01/11","31/12","15/12","30/04","70-90 days"
"6753","-12.0832997500000","13.75002075","SQUASH","21.4458162759211","33","01/11","31/12","15/12","30/04","70-90 days"
"6754","-16.74996735","13.91668745","SQUASH","21.4883839585905","33","01/11","31/12","15/12","30/04","70-90 days"
"6755","-16.58330065","13.91668745","SQUASH","21.4789058469935","33","01/11","31/12","15/12","30/04","70-90 days"
"6756","-16.41663395","13.91668745","SQUASH","21.5125861568094","33","01/11","31/12","15/12","30/04","70-90 days"
"6757","-16.24996725","13.91668745","SQUASH","21.5926849215489","33","01/11","31/12","15/12","30/04","70-90 days"
"6758","-16.08330055","13.91668745","SQUASH","21.4748774926098","33","01/11","31/12","15/12","30/04","70-90 days"
"6759","-15.91663385","13.91668745","SQUASH","21.4967828586369","33","01/11","31/12","15/12","30/04","70-90 days"
"6760","-15.74996715","13.91668745","SQUASH","21.484332171763","33","01/11","31/12","15/12","30/04","70-90 days"
"6761","-15.58330045","13.91668745","SQUASH","21.5009428153221","33","01/11","31/12","15/12","30/04","70-90 days"
"6762","-15.41663375","13.91668745","SQUASH","21.5321814423855","33","01/11","31/12","15/12","30/04","70-90 days"
"6763","-15.24996705","13.91668745","SQUASH","21.4958811216268","33","01/11","31/12","15/12","30/04","70-90 days"
"6764","-15.08330035","13.91668745","SQUASH","21.6238028256860","33","01/11","31/12","15/12","30/04","70-90 days"
"6765","-14.91663365","13.91668745","SQUASH","21.5097397906012","33","01/11","31/12","15/12","30/04","70-90 days"
"6766","-14.74996695","13.91668745","SQUASH","21.4888426221541","33","01/11","31/12","15/12","30/04","70-90 days"
"6767","-14.58330025","13.91668745","SQUASH","21.4736622151621","33","01/11","31/12","15/12","30/04","70-90 days"
"6768","-14.41663355","13.91668745","SQUASH","21.5163523841076","33","01/11","31/12","15/12","30/04","70-90 days"
"6769","-14.24996685","13.91668745","SQUASH","21.5052225894118","33","01/11","31/12","15/12","30/04","70-90 days"
"6770","-14.08330015","13.91668745","SQUASH","21.4038267854707","33","01/11","31/12","15/12","30/04","70-90 days"
"6771","-13.91663345","13.91668745","SQUASH","21.4815599631901","33","01/11","31/12","15/12","30/04","70-90 days"
"6772","-13.74996675","13.91668745","SQUASH","21.4356949703744","33","01/11","31/12","15/12","30/04","70-90 days"
"6773","-13.58330005","13.91668745","SQUASH","21.5158106863816","33","01/11","31/12","15/12","30/04","70-90 days"
"6774","-13.41663335","13.91668745","SQUASH","21.4177085777156","33","01/11","31/12","15/12","30/04","70-90 days"
"6775","-13.24996665","13.91668745","SQUASH","21.4104504455442","33","01/11","31/12","15/12","30/04","70-90 days"
"6776","-13.08329995","13.91668745","SQUASH","21.6163117299095","33","01/11","31/12","15/12","30/04","70-90 days"
"6777","-12.91663325","13.91668745","SQUASH","21.6226743698989","33","01/11","31/12","15/12","30/04","70-90 days"
"6778","-12.74996655","13.91668745","SQUASH","21.5280282677136","33","01/11","31/12","15/12","30/04","70-90 days"
"6779","-12.58329985","13.91668745","SQUASH","21.5881081750962","33","01/11","31/12","15/12","30/04","70-90 days"
"6780","-12.41663315","13.91668745","SQUASH","21.5269014405634","33","01/11","31/12","15/12","30/04","70-90 days"
"6781","-12.24996645","13.91668745","SQUASH","21.5089528111845","33","01/11","31/12","15/12","30/04","70-90 days"
"6782","-12.0832997500000","13.91668745","SQUASH","21.5579557304686","33","01/11","31/12","15/12","30/04","70-90 days"
"6783","-11.916633050","13.91668745","SQUASH","21.5080808948784","33","01/11","31/12","15/12","30/04","70-90 days"
"6784","-16.74996735","14.08335415","SQUASH","21.5480398658799","33","01/11","31/12","15/12","30/04","70-90 days"
"6785","-16.58330065","14.08335415","SQUASH","21.4720359490787","33","01/11","31/12","15/12","30/04","70-90 days"
"6786","-16.41663395","14.08335415","SQUASH","21.5147688631492","33","01/11","31/12","15/12","30/04","70-90 days"
"6787","-16.24996725","14.08335415","SQUASH","21.4719206486568","33","01/11","31/12","15/12","30/04","70-90 days"
"6788","-16.08330055","14.08335415","SQUASH","21.4621069905606","33","01/11","31/12","15/12","30/04","70-90 days"
"6789","-15.91663385","14.08335415","SQUASH","21.4695342066491","33","01/11","31/12","15/12","30/04","70-90 days"
"6790","-15.74996715","14.08335415","SQUASH","21.4438423757892","33","01/11","31/12","15/12","30/04","70-90 days"
"6791","-15.58330045","14.08335415","SQUASH","21.4891341802286","33","01/11","31/12","15/12","30/04","70-90 days"
"6792","-15.41663375","14.08335415","SQUASH","21.4446560923183","33","01/11","31/12","15/12","30/04","70-90 days"
"6793","-15.24996705","14.08335415","SQUASH","21.4689586991666","33","01/11","31/12","15/12","30/04","70-90 days"
"6794","-15.08330035","14.08335415","SQUASH","21.4412564639147","33","01/11","31/12","15/12","30/04","70-90 days"
"6795","-14.91663365","14.08335415","SQUASH","21.5013956536112","33","01/11","31/12","15/12","30/04","70-90 days"
"6796","-14.74996695","14.08335415","SQUASH","21.4973387176159","33","01/11","31/12","15/12","30/04","70-90 days"
"6797","-14.58330025","14.08335415","SQUASH","21.4631886913120","33","01/11","31/12","15/12","30/04","70-90 days"
"6798","-14.41663355","14.08335415","SQUASH","21.4560385707928","33","01/11","31/12","15/12","30/04","70-90 days"
"6799","-14.24996685","14.08335415","SQUASH","21.3948635838878","33","01/11","31/12","15/12","30/04","70-90 days"
"6800","-14.08330015","14.08335415","SQUASH","21.4841914350146","33","01/11","31/12","15/12","30/04","70-90 days"
"6801","-13.91663345","14.08335415","SQUASH","21.5818602366924","33","01/11","31/12","15/12","30/04","70-90 days"
"6802","-13.74996675","14.08335415","SQUASH","21.458334803113","33","01/11","31/12","15/12","30/04","70-90 days"
"6803","-13.58330005","14.08335415","SQUASH","21.4086288971248","33","01/11","31/12","15/12","30/04","70-90 days"
"6804","-13.41663335","14.08335415","SQUASH","21.5018618110516","33","01/11","31/12","15/12","30/04","70-90 days"
