"","lat","lon","crop","average_predicted_yield","uncertainty","start_sowing_date","end_sowing_date","start_harvest_date","end_harvest_date","season"
"805","-13.24996665","13.25002065","SORGHUM","0.805123072037951","18","10/05","15/07","30/08","15/11","90-120 days"
"806","-13.08329995","13.25002065","SORGHUM","0.823793179948158","18","10/05","15/07","30/08","15/11","90-120 days"
"807","-12.91663325","13.25002065","SORGHUM","0.881202199947004","18","10/05","15/07","30/08","15/11","90-120 days"
"808","-12.74996655","13.25002065","SORGHUM","0.705905270325648","18","10/05","15/07","30/08","15/11","90-120 days"
"809","-12.58329985","13.25002065","SORGHUM","0.850758398692855","18","10/05","15/07","30/08","15/11","90-120 days"
"810","-12.41663315","13.25002065","SORGHUM","0.8698220233087","18","10/05","15/07","30/08","15/11","90-120 days"
"811","-12.24996645","13.25002065","SORGHUM","0.775069241320677","18","10/05","15/07","30/08","15/11","90-120 days"
"812","-12.0832997500000","13.25002065","SORGHUM","0.72031073173894","18","10/05","15/07","30/08","15/11","90-120 days"
"813","-11.916633050","13.25002065","SORGHUM","0.789981169627042","18","10/05","15/07","30/08","15/11","90-120 days"
"814","-11.74996635","13.25002065","SORGHUM","0.820774485802857","18","10/05","15/07","30/08","15/11","90-120 days"
"815","-11.58329965","13.25002065","SORGHUM","0.754190622420855","18","10/05","15/07","30/08","15/11","90-120 days"
"816","-15.41663375","13.41668735","SORGHUM","0.780180777578428","18","01/05","31/07","20/08","30/11","90-120 days"
"817","-15.24996705","13.41668735","SORGHUM","0.773525466518187","18","01/05","31/07","20/08","30/11","90-120 days"
"818","-15.08330035","13.41668735","SORGHUM","0.784396321158877","18","01/05","31/07","20/08","30/11","90-120 days"
"819","-14.91663365","13.41668735","SORGHUM","0.762973930428572","18","01/05","31/07","20/08","30/11","90-120 days"
"820","-14.74996695","13.41668735","SORGHUM","0.879305625547","18","01/05","31/07","20/08","30/11","90-120 days"
"821","-13.74996675","13.41668735","SORGHUM","0.816968800764343","18","01/05","31/07","20/08","30/11","90-120 days"
"822","-13.58330005","13.41668735","SORGHUM","0.737804974852774","18","10/05","15/07","30/08","15/11","90-120 days"
"823","-13.41663335","13.41668735","SORGHUM","0.79717220551301","18","10/05","15/07","30/08","15/11","90-120 days"
"824","-13.24996665","13.41668735","SORGHUM","0.823726051361624","18","10/05","15/07","30/08","15/11","90-120 days"
"825","-13.08329995","13.41668735","SORGHUM","0.823013579817152","18","10/05","15/07","30/08","15/11","90-120 days"
"826","-12.91663325","13.41668735","SORGHUM","0.81973546474142","18","10/05","15/07","30/08","15/11","90-120 days"
"827","-12.74996655","13.41668735","SORGHUM","0.875373741289298","18","10/05","15/07","30/08","15/11","90-120 days"
"828","-12.58329985","13.41668735","SORGHUM","0.879818024329202","18","10/05","15/07","30/08","15/11","90-120 days"
"829","-12.41663315","13.41668735","SORGHUM","0.744164196110508","18","10/05","15/07","30/08","15/11","90-120 days"
"830","-12.24996645","13.41668735","SORGHUM","0.908808662384494","18","10/05","15/07","30/08","15/11","90-120 days"
"831","-12.0832997500000","13.41668735","SORGHUM","0.78014406444008","18","10/05","15/07","30/08","15/11","90-120 days"
"832","-11.916633050","13.41668735","SORGHUM","0.816917581429866","18","10/05","15/07","30/08","15/11","90-120 days"
"833","-11.74996635","13.41668735","SORGHUM","0.81525172003252","18","10/05","15/07","30/08","15/11","90-120 days"
"834","-16.58330065","13.58335405","SORGHUM","0.771958056132439","18","10/06","31/07","20/09","31/10","80-90 days"
"835","-16.41663395","13.58335405","SORGHUM","0.738489630374587","18","10/06","31/07","20/09","31/10","80-90 days"
"836","-16.24996725","13.58335405","SORGHUM","0.83956185259738","18","10/06","31/07","20/09","31/10","80-90 days"
"837","-16.08330055","13.58335405","SORGHUM","0.84971871125109","18","10/06","31/07","20/09","31/10","80-90 days"
"838","-15.91663385","13.58335405","SORGHUM","0.738417576081917","18","10/06","31/07","20/09","31/10","80-90 days"
"839","-15.74996715","13.58335405","SORGHUM","0.852766682062793","18","10/06","31/07","20/09","31/10","80-90 days"
"840","-15.58330045","13.58335405","SORGHUM","0.818386118117692","18","10/06","31/07","20/09","31/10","80-90 days"
"841","-15.08330035","13.58335405","SORGHUM","0.892170198981035","18","01/05","31/07","20/08","30/11","90-120 days"
"842","-14.41663355","13.58335405","SORGHUM","0.824536429629588","18","10/05","15/07","30/08","15/11","90-120 days"
"843","-14.24996685","13.58335405","SORGHUM","0.828152204703014","18","10/05","15/07","30/08","15/11","90-120 days"
"844","-14.08330015","13.58335405","SORGHUM","0.666504423638203","18","10/05","15/07","30/08","15/11","90-120 days"
"845","-13.91663345","13.58335405","SORGHUM","0.75856878603947","18","10/05","15/07","30/08","15/11","90-120 days"
"846","-13.74996675","13.58335405","SORGHUM","0.765362995833766","18","10/05","15/07","30/08","15/11","90-120 days"
"847","-13.58330005","13.58335405","SORGHUM","0.747765563406075","18","10/05","15/07","30/08","15/11","90-120 days"
"848","-13.41663335","13.58335405","SORGHUM","0.833006986277286","18","10/05","15/07","30/08","15/11","90-120 days"
"849","-13.24996665","13.58335405","SORGHUM","0.77359876792574","18","10/05","15/07","30/08","15/11","90-120 days"
"850","-13.08329995","13.58335405","SORGHUM","0.748306059479109","18","10/05","15/07","30/08","15/11","90-120 days"
"851","-12.91663325","13.58335405","SORGHUM","0.80997909510711","18","10/05","15/07","30/08","15/11","90-120 days"
"852","-12.74996655","13.58335405","SORGHUM","0.74076726365023","18","10/05","15/07","30/08","15/11","90-120 days"
"853","-12.58329985","13.58335405","SORGHUM","0.8033300433158","18","10/05","15/07","30/08","15/11","90-120 days"
"854","-12.41663315","13.58335405","SORGHUM","0.829270120869415","18","10/05","15/07","30/08","15/11","90-120 days"
"855","-12.24996645","13.58335405","SORGHUM","0.76843506778451","18","10/05","15/07","30/08","15/11","90-120 days"
"856","-12.0832997500000","13.58335405","SORGHUM","0.768422365370565","18","10/05","15/07","30/08","15/11","90-120 days"
"857","-16.74996735","13.75002075","SORGHUM","0.730247937520582","18","10/06","31/07","20/09","31/10","80-90 days"
"858","-16.58330065","13.75002075","SORGHUM","0.716394838204255","18","10/06","31/07","20/09","31/10","80-90 days"
"859","-16.41663395","13.75002075","SORGHUM","0.79433001862368","18","10/06","31/07","20/09","31/10","80-90 days"
"860","-16.24996725","13.75002075","SORGHUM","0.769094942616105","18","10/06","31/07","20/09","31/10","80-90 days"
"861","-16.08330055","13.75002075","SORGHUM","0.752591636507973","18","10/06","31/07","20/09","31/10","80-90 days"
"862","-15.91663385","13.75002075","SORGHUM","0.817077327017207","18","10/06","31/07","20/09","31/10","80-90 days"
"863","-15.74996715","13.75002075","SORGHUM","0.78489012474722","18","10/06","31/07","20/09","31/10","80-90 days"
"864","-15.58330045","13.75002075","SORGHUM","0.837071511504217","18","10/06","31/07","20/09","31/10","80-90 days"
"865","-15.41663375","13.75002075","SORGHUM","0.73005246313631","18","10/06","31/07","20/09","31/10","80-90 days"
"866","-15.24996705","13.75002075","SORGHUM","0.815660607893409","18","10/06","31/07","20/09","31/10","80-90 days"
"867","-15.08330035","13.75002075","SORGHUM","0.725520646777828","18","10/06","31/07","20/09","31/10","80-90 days"
"868","-14.91663365","13.75002075","SORGHUM","0.837417198532468","18","10/06","31/07","20/09","31/10","80-90 days"
"869","-14.74996695","13.75002075","SORGHUM","0.888409236343891","18","10/05","15/07","30/08","15/11","90-120 days"
"870","-14.58330025","13.75002075","SORGHUM","0.727594906742302","18","10/05","15/07","30/08","15/11","90-120 days"
"871","-14.41663355","13.75002075","SORGHUM","0.819710849753738","18","10/05","15/07","30/08","15/11","90-120 days"
"872","-14.24996685","13.75002075","SORGHUM","0.800471422889303","18","10/05","15/07","30/08","15/11","90-120 days"
"873","-14.08330015","13.75002075","SORGHUM","0.766845879390348","18","10/05","15/07","30/08","15/11","90-120 days"
"874","-13.91663345","13.75002075","SORGHUM","0.779663247234509","18","10/05","15/07","30/08","15/11","90-120 days"
"875","-13.74996675","13.75002075","SORGHUM","0.789708807554264","18","10/05","15/07","30/08","15/11","90-120 days"
"876","-13.58330005","13.75002075","SORGHUM","0.815997610611989","18","10/05","15/07","30/08","15/11","90-120 days"
"877","-13.41663335","13.75002075","SORGHUM","0.736100113796902","18","10/05","15/07","30/08","15/11","90-120 days"
"878","-13.24996665","13.75002075","SORGHUM","0.833838197392782","18","10/05","15/07","30/08","15/11","90-120 days"
"879","-13.08329995","13.75002075","SORGHUM","0.718435625666626","18","10/05","15/07","30/08","15/11","90-120 days"
"880","-12.91663325","13.75002075","SORGHUM","0.830520518160169","18","10/05","15/07","30/08","15/11","90-120 days"
"881","-12.74996655","13.75002075","SORGHUM","0.766728521732007","18","10/05","15/07","30/08","15/11","90-120 days"
"882","-12.58329985","13.75002075","SORGHUM","0.838227250542545","18","10/05","15/07","30/08","15/11","90-120 days"
"883","-12.41663315","13.75002075","SORGHUM","0.724102593699995","18","10/05","15/07","30/08","15/11","90-120 days"
"884","-12.24996645","13.75002075","SORGHUM","0.792419862559656","18","10/05","15/07","30/08","15/11","90-120 days"
"885","-12.0832997500000","13.75002075","SORGHUM","0.822331190786336","18","10/05","15/07","30/08","15/11","90-120 days"
"886","-16.74996735","13.91668745","SORGHUM","0.734967822933448","18","10/06","31/07","20/09","31/10","80-90 days"
"887","-16.58330065","13.91668745","SORGHUM","0.80941219601554","18","10/06","31/07","20/09","31/10","80-90 days"
"888","-16.41663395","13.91668745","SORGHUM","0.803547013581081","18","10/06","31/07","20/09","31/10","80-90 days"
"889","-16.24996725","13.91668745","SORGHUM","0.768192912011395","18","10/06","31/07","20/09","31/10","80-90 days"
"890","-16.08330055","13.91668745","SORGHUM","0.775097168907683","18","10/06","31/07","20/09","31/10","80-90 days"
"891","-15.91663385","13.91668745","SORGHUM","0.743675179707464","18","10/06","31/07","20/09","31/10","80-90 days"
"892","-15.74996715","13.91668745","SORGHUM","0.750324398043335","18","10/06","31/07","20/09","31/10","80-90 days"
"893","-15.58330045","13.91668745","SORGHUM","0.777923986571212","18","10/06","31/07","20/09","31/10","80-90 days"
"894","-15.41663375","13.91668745","SORGHUM","0.819647998960255","18","10/06","31/07","20/09","31/10","80-90 days"
"895","-15.24996705","13.91668745","SORGHUM","0.810379549545165","18","10/06","31/07","20/09","31/10","80-90 days"
"896","-15.08330035","13.91668745","SORGHUM","0.71350431356332","18","10/06","31/07","20/09","31/10","80-90 days"
"897","-14.91663365","13.91668745","SORGHUM","0.744248424767158","18","10/06","31/07","20/09","31/10","80-90 days"
"898","-14.74996695","13.91668745","SORGHUM","0.838161369884319","18","10/06","31/07","20/09","31/10","80-90 days"
"899","-14.58330025","13.91668745","SORGHUM","0.857838488741571","18","10/06","31/07","20/09","31/10","80-90 days"
"900","-14.41663355","13.91668745","SORGHUM","0.786992222645704","18","10/05","15/07","30/08","15/11","90-120 days"
"901","-14.24996685","13.91668745","SORGHUM","0.752828825489645","18","10/05","15/07","30/08","15/11","90-120 days"
"902","-14.08330015","13.91668745","SORGHUM","0.716241185254459","18","10/05","15/07","30/08","15/11","90-120 days"
"903","-13.91663345","13.91668745","SORGHUM","0.76592821041712","18","10/05","15/07","30/08","15/11","90-120 days"
"904","-13.74996675","13.91668745","SORGHUM","0.811686922255394","18","10/05","15/07","30/08","15/11","90-120 days"
"905","-13.58330005","13.91668745","SORGHUM","0.819079781626748","18","10/05","15/07","30/08","15/11","90-120 days"
"906","-13.41663335","13.91668745","SORGHUM","0.823521319358244","18","10/05","15/07","30/08","15/11","90-120 days"
"907","-13.24996665","13.91668745","SORGHUM","0.705045360024489","18","10/05","15/07","30/08","15/11","90-120 days"
"908","-13.08329995","13.91668745","SORGHUM","0.793944808714345","18","10/05","15/07","30/08","15/11","90-120 days"
"909","-12.91663325","13.91668745","SORGHUM","0.742379027365331","18","10/05","15/07","30/08","15/11","90-120 days"
"910","-12.74996655","13.91668745","SORGHUM","0.731699787005716","18","10/05","15/07","30/08","15/11","90-120 days"
"911","-12.58329985","13.91668745","SORGHUM","0.737618032937702","18","10/05","15/07","30/08","15/11","90-120 days"
"912","-12.41663315","13.91668745","SORGHUM","0.817079504820521","18","10/05","15/07","30/08","15/11","90-120 days"
"913","-12.24996645","13.91668745","SORGHUM","0.713228570195322","18","10/05","15/07","30/08","15/11","90-120 days"
"914","-12.0832997500000","13.91668745","SORGHUM","0.80472131858983","18","10/05","15/07","30/08","15/11","90-120 days"
"915","-11.916633050","13.91668745","SORGHUM","0.722910030147016","18","10/05","15/07","30/08","15/11","90-120 days"
"916","-16.74996735","14.08335415","SORGHUM","0.740177849194708","18","10/06","31/07","20/09","31/10","80-90 days"
"917","-16.58330065","14.08335415","SORGHUM","0.824687459180689","18","10/06","31/07","20/09","31/10","80-90 days"
"918","-16.41663395","14.08335415","SORGHUM","0.760277381182184","18","10/06","31/07","20/09","31/10","80-90 days"
"919","-16.24996725","14.08335415","SORGHUM","0.801176820180915","18","10/06","31/07","20/09","31/10","80-90 days"
"920","-16.08330055","14.08335415","SORGHUM","0.800640984167822","18","10/06","31/07","20/09","31/10","80-90 days"
"921","-15.91663385","14.08335415","SORGHUM","0.764836699073348","18","10/06","31/07","20/09","31/10","80-90 days"
"922","-15.74996715","14.08335415","SORGHUM","0.853688578034917","18","10/06","31/07","20/09","31/10","80-90 days"
"923","-15.58330045","14.08335415","SORGHUM","0.749022352155788","18","10/06","31/07","20/09","31/10","80-90 days"
"924","-15.41663375","14.08335415","SORGHUM","0.784864683098197","18","10/06","31/07","20/09","31/10","80-90 days"
"925","-15.24996705","14.08335415","SORGHUM","0.693154049032676","18","10/06","31/07","20/09","31/10","80-90 days"
"926","-15.08330035","14.08335415","SORGHUM","0.801085522901465","18","10/06","31/07","20/09","31/10","80-90 days"
"927","-14.91663365","14.08335415","SORGHUM","0.803722059824698","18","10/06","31/07","20/09","31/10","80-90 days"
"928","-14.74996695","14.08335415","SORGHUM","0.7897066832659","18","10/06","31/07","20/09","31/10","80-90 days"
"929","-14.58330025","14.08335415","SORGHUM","0.739307973086698","18","10/06","31/07","20/09","31/10","80-90 days"
"930","-14.41663355","14.08335415","SORGHUM","0.836391855597761","18","10/05","15/07","30/08","15/11","90-120 days"
"931","-14.24996685","14.08335415","SORGHUM","0.811897858471082","18","10/05","15/07","30/08","15/11","90-120 days"
"932","-14.08330015","14.08335415","SORGHUM","0.826369944648068","18","10/05","15/07","30/08","15/11","90-120 days"
"933","-13.91663345","14.08335415","SORGHUM","0.817462063175556","18","10/05","15/07","30/08","15/11","90-120 days"
"934","-13.74996675","14.08335415","SORGHUM","0.854851415904808","18","10/05","15/07","30/08","15/11","90-120 days"
"935","-13.58330005","14.08335415","SORGHUM","0.733146078257596","18","10/05","15/07","30/08","15/11","90-120 days"
"936","-13.41663335","14.08335415","SORGHUM","0.893629034733422","18","10/05","15/07","30/08","15/11","90-120 days"
"937","-13.24996665","14.08335415","SORGHUM","0.7009594067918","18","10/05","15/07","30/08","15/11","90-120 days"
"938","-13.08329995","14.08335415","SORGHUM","0.798468519689426","18","10/05","15/07","30/08","15/11","90-120 days"
"939","-12.91663325","14.08335415","SORGHUM","0.799469942567342","18","10/05","15/07","30/08","15/11","90-120 days"
"940","-12.74996655","14.08335415","SORGHUM","0.815839105684372","18","10/05","15/07","30/08","15/11","90-120 days"
"941","-12.58329985","14.08335415","SORGHUM","0.855912287862913","18","10/05","15/07","30/08","15/11","90-120 days"
"942","-12.41663315","14.08335415","SORGHUM","0.825784446753307","18","10/05","15/07","30/08","15/11","90-120 days"
"943","-12.24996645","14.08335415","SORGHUM","0.869477308123684","18","10/05","15/07","30/08","15/11","90-120 days"
"944","-12.0832997500000","14.08335415","SORGHUM","0.918747159216312","18","10/05","15/07","30/08","15/11","90-120 days"
"945","-16.91663405","14.25002085","SORGHUM","0.729866032559423","18","10/06","31/07","20/09","31/10","80-90 days"
"946","-16.74996735","14.25002085","SORGHUM","0.850510317250693","18","10/06","31/07","20/09","31/10","80-90 days"
"947","-16.58330065","14.25002085","SORGHUM","0.786927141512755","18","10/06","31/07","20/09","31/10","80-90 days"
"948","-16.41663395","14.25002085","SORGHUM","0.796138307945805","18","10/06","31/07","20/09","31/10","80-90 days"
"949","-16.24996725","14.25002085","SORGHUM","0.766990207911971","18","10/06","31/07","20/09","31/10","80-90 days"
"950","-16.08330055","14.25002085","SORGHUM","0.825140689931176","18","10/06","31/07","20/09","31/10","80-90 days"
"951","-15.91663385","14.25002085","SORGHUM","0.840428714786922","18","10/06","31/07","20/09","31/10","80-90 days"
"952","-15.74996715","14.25002085","SORGHUM","0.841694432111795","18","10/06","31/07","20/09","31/10","80-90 days"
"953","-15.58330045","14.25002085","SORGHUM","0.812877113332866","18","10/06","31/07","20/09","31/10","80-90 days"
"954","-15.41663375","14.25002085","SORGHUM","0.76059574358614","18","10/06","31/07","20/09","31/10","80-90 days"
"955","-15.24996705","14.25002085","SORGHUM","0.794603005570414","18","10/06","31/07","20/09","31/10","80-90 days"
"956","-15.08330035","14.25002085","SORGHUM","0.733712603597961","18","10/06","31/07","20/09","31/10","80-90 days"
"957","-14.91663365","14.25002085","SORGHUM","0.739307856251139","18","10/06","31/07","20/09","31/10","80-90 days"
"958","-14.74996695","14.25002085","SORGHUM","0.833252515071272","18","10/06","31/07","20/09","31/10","80-90 days"
"959","-14.58330025","14.25002085","SORGHUM","0.78927422393932","18","10/06","31/07","20/09","31/10","80-90 days"
"960","-14.41663355","14.25002085","SORGHUM","0.87573508221952","18","10/05","15/07","30/08","15/11","90-120 days"
"961","-14.24996685","14.25002085","SORGHUM","0.732822193519472","18","10/05","15/07","30/08","15/11","90-120 days"
"962","-14.08330015","14.25002085","SORGHUM","0.824920750102613","18","10/05","15/07","30/08","15/11","90-120 days"
"963","-13.91663345","14.25002085","SORGHUM","0.732420204685674","18","10/05","15/07","30/08","15/11","90-120 days"
"964","-13.74996675","14.25002085","SORGHUM","0.822414408739565","18","10/05","15/07","30/08","15/11","90-120 days"
"965","-13.58330005","14.25002085","SORGHUM","0.786565902476413","18","10/05","15/07","30/08","15/11","90-120 days"
"966","-13.41663335","14.25002085","SORGHUM","0.742324785752468","18","10/05","15/07","30/08","15/11","90-120 days"
"967","-13.24996665","14.25002085","SORGHUM","0.85156571418264","18","10/05","15/07","30/08","15/11","90-120 days"
"968","-13.08329995","14.25002085","SORGHUM","0.755267804266684","18","10/05","15/07","30/08","15/11","90-120 days"
"969","-12.91663325","14.25002085","SORGHUM","0.759573906658337","18","10/05","15/07","30/08","15/11","90-120 days"
"970","-12.74996655","14.25002085","SORGHUM","0.858001911136889","18","10/05","15/07","30/08","15/11","90-120 days"
"971","-12.58329985","14.25002085","SORGHUM","0.739085147029239","18","10/05","15/07","30/08","15/11","90-120 days"
"972","-12.41663315","14.25002085","SORGHUM","0.83979068064209","18","10/05","15/07","30/08","15/11","90-120 days"
"973","-12.24996645","14.25002085","SORGHUM","0.793100103784436","18","10/05","15/07","30/08","15/11","90-120 days"
"974","-12.0832997500000","14.25002085","SORGHUM","0.741054836912307","18","10/05","15/07","30/08","15/11","90-120 days"
"975","-17.08330075","14.41668755","SORGHUM","0.93327361077928","18","10/06","31/07","20/09","31/10","80-90 days"
"976","-16.91663405","14.41668755","SORGHUM","0.795164048396519","18","10/06","31/07","20/09","31/10","80-90 days"
"977","-16.74996735","14.41668755","SORGHUM","0.786874800848243","18","10/06","31/07","20/09","31/10","80-90 days"
"978","-16.58330065","14.41668755","SORGHUM","0.819988270785333","18","10/06","31/07","20/09","31/10","80-90 days"
"979","-16.41663395","14.41668755","SORGHUM","0.80758498656973","18","10/06","31/07","20/09","31/10","80-90 days"
"980","-16.24996725","14.41668755","SORGHUM","0.721679411846357","18","10/06","31/07","20/09","31/10","80-90 days"
"981","-16.08330055","14.41668755","SORGHUM","0.734391823758723","18","10/06","31/07","20/09","31/10","80-90 days"
"982","-15.91663385","14.41668755","SORGHUM","0.79410376219113","18","10/06","31/07","20/09","31/10","80-90 days"
"983","-15.74996715","14.41668755","SORGHUM","0.824218104600528","18","10/06","31/07","20/09","31/10","80-90 days"
"984","-15.58330045","14.41668755","SORGHUM","0.821959191875056","18","10/06","31/07","20/09","31/10","80-90 days"
"985","-15.41663375","14.41668755","SORGHUM","0.82369523304095","18","10/06","31/07","20/09","31/10","80-90 days"
"986","-15.24996705","14.41668755","SORGHUM","0.852200583948513","18","10/06","31/07","20/09","31/10","80-90 days"
"987","-15.08330035","14.41668755","SORGHUM","0.799103935139169","18","10/06","31/07","20/09","31/10","80-90 days"
"988","-14.91663365","14.41668755","SORGHUM","0.814898346487498","18","10/06","31/07","20/09","31/10","80-90 days"
"989","-14.74996695","14.41668755","SORGHUM","0.795685776568283","18","10/06","31/07","20/09","31/10","80-90 days"
"990","-14.58330025","14.41668755","SORGHUM","0.809727681156793","18","10/05","15/07","30/08","15/11","90-120 days"
"991","-14.41663355","14.41668755","SORGHUM","0.733696731563871","18","10/05","15/07","30/08","15/11","90-120 days"
"992","-14.24996685","14.41668755","SORGHUM","0.809239540659977","18","10/05","15/07","30/08","15/11","90-120 days"
"993","-14.08330015","14.41668755","SORGHUM","0.807514647031276","18","10/05","15/07","30/08","15/11","90-120 days"
"994","-13.91663345","14.41668755","SORGHUM","0.7107598031687","18","01/07","31/07","20/09","31/10","80-90 days"
"995","-13.74996675","14.41668755","SORGHUM","0.759847571403261","18","01/07","31/07","20/09","31/10","80-90 days"
"996","-13.58330005","14.41668755","SORGHUM","0.823556437811423","18","01/07","31/07","20/09","31/10","80-90 days"
"997","-13.41663335","14.41668755","SORGHUM","0.862627387635568","18","10/05","15/07","30/08","15/11","90-120 days"
"998","-13.24996665","14.41668755","SORGHUM","0.836890225671825","18","10/05","15/07","30/08","15/11","90-120 days"
"999","-13.08329995","14.41668755","SORGHUM","0.813506017900716","18","10/05","15/07","30/08","15/11","90-120 days"
"1000","-12.91663325","14.41668755","SORGHUM","0.800491394765122","18","10/05","15/07","30/08","15/11","90-120 days"
"1001","-12.74996655","14.41668755","SORGHUM","0.792867283084005","18","10/05","15/07","30/08","15/11","90-120 days"
"1002","-12.58329985","14.41668755","SORGHUM","0.731262503248999","18","10/05","15/07","30/08","15/11","90-120 days"
"1003","-12.41663315","14.41668755","SORGHUM","0.79723344554082","18","10/05","15/07","30/08","15/11","90-120 days"
"1004","-12.24996645","14.41668755","SORGHUM","0.743436179451292","18","10/05","15/07","30/08","15/11","90-120 days"
"1005","-17.41663415","14.58335425","SORGHUM","0.777796903420679","18",NA,NA,NA,NA,NA
"1006","-17.24996745","14.58335425","SORGHUM","0.744543462778613","18",NA,NA,NA,NA,NA
"1007","-17.08330075","14.58335425","SORGHUM","0.817897674712396","18","10/06","31/07","20/09","31/10","80-90 days"
"1008","-16.91663405","14.58335425","SORGHUM","0.68146832686275","18","10/06","31/07","20/09","31/10","80-90 days"
"1009","-16.74996735","14.58335425","SORGHUM","0.837373907313034","18","10/06","31/07","20/09","31/10","80-90 days"
"1010","-16.58330065","14.58335425","SORGHUM","0.783588149626118","18","10/06","31/07","20/09","31/10","80-90 days"
"1011","-16.41663395","14.58335425","SORGHUM","0.739677043039573","18","10/06","31/07","20/09","31/10","80-90 days"
"1012","-16.24996725","14.58335425","SORGHUM","0.777184773012079","18","10/06","31/07","20/09","31/10","80-90 days"
"1013","-16.08330055","14.58335425","SORGHUM","0.8193286116767","18","10/06","31/07","20/09","31/10","80-90 days"
"1014","-15.91663385","14.58335425","SORGHUM","0.699411130294061","18","10/06","31/07","20/09","31/10","80-90 days"
"1015","-15.74996715","14.58335425","SORGHUM","0.75654943362088","18","10/06","31/07","20/09","31/10","80-90 days"
"1016","-15.58330045","14.58335425","SORGHUM","0.755454994524489","18","10/06","31/07","20/09","31/10","80-90 days"
"1017","-15.41663375","14.58335425","SORGHUM","0.812487340738482","18","10/06","31/07","20/09","31/10","80-90 days"
"1018","-15.24996705","14.58335425","SORGHUM","0.731190712586473","18","10/06","31/07","20/09","31/10","80-90 days"
"1019","-15.08330035","14.58335425","SORGHUM","0.673822956179059","18","10/06","31/07","20/09","31/10","80-90 days"
"1020","-14.91663365","14.58335425","SORGHUM","0.949281822531922","18","10/06","31/07","20/09","31/10","80-90 days"
"1021","-14.74996695","14.58335425","SORGHUM","0.737294253292541","18","10/06","31/07","20/09","31/10","80-90 days"
"1022","-14.58330025","14.58335425","SORGHUM","0.822199283555006","18","01/07","31/07","20/09","31/10","80-90 days"
"1023","-14.41663355","14.58335425","SORGHUM","0.711630390307704","18","01/07","31/07","20/09","31/10","80-90 days"
"1024","-14.24996685","14.58335425","SORGHUM","0.744824765816474","18","01/07","31/07","20/09","31/10","80-90 days"
"1025","-14.08330015","14.58335425","SORGHUM","0.841642312873914","18","01/07","31/07","20/09","31/10","80-90 days"
"1026","-13.91663345","14.58335425","SORGHUM","0.834983894358417","18","01/07","31/07","20/09","31/10","80-90 days"
"1027","-13.74996675","14.58335425","SORGHUM","0.75179805398182","18","01/07","31/07","20/09","31/10","80-90 days"
"1028","-13.58330005","14.58335425","SORGHUM","0.80018284476471","18","01/07","31/07","20/09","31/10","80-90 days"
"1029","-13.41663335","14.58335425","SORGHUM","0.823506957088263","18","01/07","31/07","20/09","31/10","80-90 days"
"1030","-13.24996665","14.58335425","SORGHUM","0.798345405495963","18","01/07","31/07","20/09","31/10","80-90 days"
"1031","-13.08329995","14.58335425","SORGHUM","0.861218282764944","18","01/07","31/07","20/09","31/10","80-90 days"
"1032","-12.91663325","14.58335425","SORGHUM","0.893495645049286","18","01/07","31/07","20/09","31/10","80-90 days"
"1033","-12.74996655","14.58335425","SORGHUM","0.833452313741159","18","01/07","31/07","20/09","31/10","80-90 days"
"1034","-12.58329985","14.58335425","SORGHUM","0.815804732774849","18","10/05","15/07","30/08","15/11","90-120 days"
"1035","-12.41663315","14.58335425","SORGHUM","0.801859294655344","18","10/05","15/07","30/08","15/11","90-120 days"
"1036","-12.24996645","14.58335425","SORGHUM","0.804628912662844","18","10/05","15/07","30/08","15/11","90-120 days"
"1037","-17.58330085","14.75002095","SORGHUM","0.815423664351877","18",NA,NA,NA,NA,NA
"1038","-17.41663415","14.75002095","SORGHUM","0.816196819652594","18",NA,NA,NA,NA,NA
"1039","-17.24996745","14.75002095","SORGHUM","0.801114032676983","18",NA,NA,NA,NA,NA
"1040","-17.08330075","14.75002095","SORGHUM","0.853833943640962","18",NA,NA,NA,NA,NA
"1041","-16.91663405","14.75002095","SORGHUM","0.857079594782936","18","10/06","31/07","20/09","31/10","80-90 days"
"1042","-16.74996735","14.75002095","SORGHUM","0.836627106470124","18","10/06","31/07","20/09","31/10","80-90 days"
"1043","-16.58330065","14.75002095","SORGHUM","0.777664296271737","18","10/06","31/07","20/09","31/10","80-90 days"
"1044","-16.41663395","14.75002095","SORGHUM","0.786785657637547","18","10/06","31/07","20/09","31/10","80-90 days"
"1045","-16.24996725","14.75002095","SORGHUM","0.787412306412043","18","10/06","31/07","20/09","31/10","80-90 days"
"1046","-16.08330055","14.75002095","SORGHUM","0.751671998549732","18","10/06","31/07","20/09","31/10","80-90 days"
"1047","-15.91663385","14.75002095","SORGHUM","0.81053447164958","18","10/06","31/07","20/09","31/10","80-90 days"
"1048","-15.74996715","14.75002095","SORGHUM","0.816202204231184","18","10/06","31/07","20/09","31/10","80-90 days"
"1049","-15.58330045","14.75002095","SORGHUM","0.767664258087101","18","10/06","31/07","20/09","31/10","80-90 days"
"1050","-15.41663375","14.75002095","SORGHUM","0.764480415217985","18","10/06","31/07","20/09","31/10","80-90 days"
"1051","-15.24996705","14.75002095","SORGHUM","0.787724863027541","18","01/07","31/07","20/09","31/10","80-90 days"
"1052","-15.08330035","14.75002095","SORGHUM","0.854884637564887","18","01/07","31/07","20/09","31/10","80-90 days"
